City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
159,arraial do cabo,-22.9661,-42.0278,297.67,86,34,2.11,BR,1712895381
160,wynyard,-41.0,145.7167,290.72,61,74,4.98,AU,1712895548
161,blackwater,-23.5833,148.8833,301.56,29,0,4.27,AU,1712895548
162,neyriz,29.1988,54.3278,288.33,65,0,1.29,IR,1712895549
163,fort st. john,56.2499,-120.8529,277.77,73,100,2.22,CA,1712895402
164,coracora,-15.0333,-73.7833,286.31,79,100,1.04,PE,1712895549
165,hammerfest,70.6634,23.6821,274.4,80,100,2.06,NO,1712895549
166,nashville,36.1659,-86.7844,286.75,87,75,5.14,US,1712895193
167,nadym,65.5333,72.5167,264.24,93,100,13.65,RU,1712895550
168,sao joao da barra,-21.6403,-41.0511,297.91,85,10,1.11,BR,1712895550
169,dunedin,-45.8742,170.5036,283.04,84,100,1.79,NZ,1712895339
170,saldanha,-33.0117,17.9442,286.18,68,17,3.92,ZA,1712895550
171,kralendijk,12.15,-68.2667,301.14,78,3,6.69,BQ,1712895378
172,shahrisabz,39.0578,66.8342,291.42,60,100,1.63,UZ,1712895551
173,peterhead,57.5058,-1.7981,283.96,91,93,6.42,GB,1712895551
174,pimentel,-6.8367,-79.9342,298.31,69,0,3.09,PE,1712895551
175,poltavka,54.3663,71.7632,275.98,67,94,7.1,RU,1712895551
176,tobelo,1.7284,128.0095,302.04,70,68,3.31,ID,1712895551
177,kingscliff,-28.2667,153.5667,299.23,61,75,6.69,AU,1712895552
178,port saint john's,-31.6229,29.5448,287.75,65,20,5.41,ZA,1712895552
179,tahe,52.3333,124.7333,278.59,82,100,1.19,CN,1712895552
180,launceston,-41.45,147.1667,293.23,52,72,5.66,AU,1712895319
181,westport,41.1415,-73.3579,290.16,91,100,7.2,US,1712895552
182,hasaki,35.7333,140.8333,289.37,83,100,4.9,JP,1712895553
183,coquimbo,-29.9533,-71.3436,288.3,82,7,0.63,CL,1712894912
184,kerikeri,-35.2268,173.9474,296.43,69,0,3.34,NZ,1712895553
185,san jeronimo de juarez,17.1333,-100.4667,298.25,76,1,1.19,MX,1712895553
186,broken hill,-31.95,141.4333,292.27,37,66,4.1,AU,1712895504
187,san luis de la loma,17.2706,-100.8939,298.68,75,3,1.27,MX,1712895554
188,el bauga,18.262,33.9081,294.53,18,19,5.02,SD,1712895554
189,villa yapacani,-17.4,-63.8333,294.68,80,100,2.3,BO,1712895554
190,nuku'alofa,-21.1333,-175.2,302.34,79,20,3.6,TO,1712895555
191,karratha,-20.7377,116.8463,303.86,46,0,4.82,AU,1712895555
192,puerto baquerizo moreno,-0.9,-89.6,298.24,88,53,3.49,EC,1712895555
193,bubaque,11.2833,-15.8333,297.26,69,1,6.63,GW,1712895555
194,bamboo flat,11.7,92.7167,306.2,66,20,4.12,IN,1712895555
195,college,64.8569,-147.8028,277.84,48,75,2.57,US,1712895338
196,sandnessjoen,66.0217,12.6316,277.27,81,75,6.17,NO,1712895556
197,queenstown,-31.8976,26.8753,276.14,88,0,0.68,ZA,1712895309
198,anadyr,64.75,177.4833,265.43,85,6,6.0,RU,1712895557
199,pointe-noire,-4.7761,11.8635,299.7,85,99,3.13,CG,1712895557
200,hawaiian paradise park,19.5933,-154.9731,295.39,98,100,2.57,US,1712895557
201,trinidad,-14.8333,-64.9,296.94,98,94,2.16,BO,1712895557
202,seoni,22.0833,79.5333,301.5,40,98,2.94,IN,1712895557
203,zhangjiakou shi xuanhua qu,40.6103,115.0447,297.46,22,10,2.3,CN,1712895558
204,crane,31.3974,-102.3501,293.15,20,1,6.19,US,1712895558
205,concordia,-31.393,-58.0209,290.25,74,100,4.92,AR,1712895531
206,santa helena,-2.2311,-45.3,297.34,99,51,0.61,BR,1712895558
207,jumla,29.2747,82.1838,287.02,28,19,2.63,NP,1712895558
208,rio grande,-32.035,-52.0986,293.3,61,100,6.45,BR,1712895559
209,kirchentellinsfurt,48.5332,9.1473,281.31,82,0,0.0,DE,1712895559
210,manakara,-22.1333,48.0167,296.82,93,100,2.26,MG,1712895559
211,nadvoitsy,63.8667,34.3167,274.85,92,100,3.45,RU,1712895559
212,sinabang,2.4803,96.3801,303.67,66,68,1.8,ID,1712895560
213,mount pearl,47.5166,-52.7813,273.79,82,6,2.68,CA,1712895488
214,huron,41.1501,-82.5499,285.14,95,100,6.35,US,1712895560
215,sept-iles,50.2001,-66.3821,275.44,94,100,4.63,CA,1712895560
216,ryki,51.6257,21.9327,282.07,66,83,2.93,PL,1712895561
217,constantia,44.1833,28.65,288.54,87,18,3.54,RO,1712895391
218,jiaojiang,28.6803,121.4428,291.69,91,100,2.16,CN,1712895561
219,iskateley,67.6803,53.1512,269.83,98,100,6.26,RU,1712895561
220,brisas de zicatela,15.8369,-97.0419,300.0,77,63,2.87,MX,1712895562
221,ayapel,8.3137,-75.1398,300.17,85,61,1.78,CO,1712895562
222,nuuk,64.1835,-51.7216,269.49,80,20,2.57,GL,1712895562
223,charters towers,-20.1,146.2667,302.15,31,0,4.29,AU,1712895562
224,ola,59.5833,151.2833,272.67,90,42,0.98,RU,1712895562
225,utrik,11.2278,169.8474,299.91,75,100,8.36,MH,1712895563
226,necochea,-38.5473,-58.7368,282.14,75,99,2.92,AR,1712895281
227,umm kaddadah,13.6017,26.6876,295.21,14,17,5.94,SD,1712895563
228,san patricio,28.017,-97.5169,295.28,48,4,3.34,US,1712895563
229,itamaraca,-7.7478,-34.8256,302.18,85,36,1.78,BR,1712895564
230,kabalo,-6.05,26.9167,294.72,97,61,1.55,CD,1712895374
231,tralee,52.2704,-9.7026,284.28,98,100,2.77,IE,1712895564
232,gordon,34.5004,-84.8666,286.19,90,100,2.57,US,1712895564
233,saint joseph,39.7686,-94.8466,281.72,56,0,2.06,US,1712895401
234,eirunepe,-6.6603,-69.8736,296.87,95,100,0.25,BR,1712895565
235,saipan,15.1355,145.701,304.54,66,40,7.2,MP,1712895365
236,deqen,29.9618,90.7188,277.38,30,83,0.93,CN,1712895565
237,jamestown,42.097,-79.2353,288.16,99,100,3.09,US,1712895530
238,tambuwal,12.4039,4.6469,303.91,10,99,2.06,NG,1712895566
239,katsuura,35.1333,140.3,288.31,85,100,7.13,JP,1712895566
240,inari,68.906,27.0288,274.26,94,59,1.38,FI,1712895566
241,burang,30.25,81.1667,268.57,68,56,1.41,CN,1712895566
242,ghormach,35.7306,63.7826,289.39,75,98,5.26,AF,1712895567
243,fortuna foothills,32.6578,-114.4119,299.2,22,0,3.6,US,1712895567
244,sanctuary point,-35.1114,150.629,295.92,61,4,5.31,AU,1712895567
245,talnakh,69.4865,88.3972,250.11,96,94,5.04,RU,1712895567
246,hithadhoo,-0.6,73.0833,302.06,72,89,2.76,MV,1712895568
247,gemena,3.25,19.7667,295.99,85,100,1.33,CD,1712895568
248,chita,52.0333,113.55,284.09,32,76,1.0,RU,1712895568
249,smidovich,48.6,133.8167,292.64,42,49,5.93,RU,1712895568
250,nacala,-14.5428,40.6728,297.05,97,100,3.63,MZ,1712895568
251,santa vitoria,-18.8386,-50.1214,296.63,86,100,0.92,BR,1712895569
252,labytnangi,66.6572,66.4183,270.58,97,100,3.24,RU,1712895569
253,myeik,12.4333,98.6,305.26,64,12,0.73,MM,1712895569
254,conde,-7.2597,-34.9075,298.85,94,20,2.06,BR,1712895569
255,tulum,20.2167,-87.4667,293.78,88,93,2.51,MX,1712895495
256,malvan,16.0667,73.4667,303.14,48,48,4.61,IN,1712895570
257,salalah,17.0151,54.0924,299.41,75,56,4.6,OM,1712895570
258,kananga,-5.8958,22.4178,294.95,92,97,1.2,CD,1712895570
259,tambovka,50.0969,128.0489,288.7,55,100,7.6,RU,1712895570
260,el alto,-4.2714,-81.2147,296.61,69,33,4.6,PE,1712895570
261,melekeok village,7.4957,134.6367,304.46,70,75,5.14,PW,1712895571
262,farafangana,-22.8167,47.8333,296.35,93,100,2.72,MG,1712895571
263,las trojes,14.0667,-85.9833,295.13,73,26,1.92,HN,1712895571
264,ranikhet,29.65,79.4167,296.73,18,14,0.92,IN,1712895571
265,rifle,39.5347,-107.7831,282.51,31,0,2.57,US,1712895567
266,aykhal,66.0,111.5,255.68,78,25,3.74,RU,1712895572
267,poxoreo,-15.8372,-54.3892,297.15,96,100,0.71,BR,1712895572
268,kill devil hills,36.0307,-75.676,294.15,94,100,10.8,US,1712895565
269,holualoa,19.6228,-155.9522,297.52,89,100,0.0,US,1712895572
270,kone,-21.0595,164.8658,296.98,83,100,0.46,NC,1712895572
271,gonzaga,44.9498,10.8209,287.07,86,12,2.63,IT,1712895573
272,waingapu,-9.6567,120.2641,302.93,61,28,4.23,ID,1712895573
273,nchelenge,-9.3451,28.734,293.19,89,64,2.01,ZM,1712895573
274,idri,27.5,13.2667,291.8,19,25,4.53,LY,1712895573
275,menongue,-14.6585,17.691,291.06,96,100,1.77,AO,1712895573
276,nar'yan-mar,67.6713,53.087,269.88,98,100,6.26,RU,1712895574
277,bidar,17.9,77.55,303.01,39,32,6.96,IN,1712895574
278,vazante,-17.9869,-46.9078,294.25,89,100,1.71,BR,1712895574
279,lebu,-37.6167,-73.65,282.85,97,1,2.12,CL,1712895452
280,fort bragg,35.139,-79.006,294.23,82,0,6.17,US,1712895414
281,riscani,47.9572,27.5539,287.03,62,95,4.28,MD,1712895575
282,as samawah,31.332,45.2944,295.45,40,0,3.77,IQ,1712895575
283,kuala lumpur,3.1431,101.6865,307.85,56,85,0.36,MY,1712895306
284,punta arenas,-53.15,-70.9167,280.99,75,46,6.0,CL,1712895569
285,springbok,-29.6643,17.8865,288.81,26,54,6.93,ZA,1712895575
286,vadso,70.0744,29.7487,273.64,86,75,4.12,NO,1712895576
287,grand falls-windsor,48.9332,-55.6649,273.43,73,9,3.99,CA,1712895411
288,tuban,-6.8976,112.0649,304.05,66,92,2.94,ID,1712895576
289,belmonte,-15.8631,-38.8828,298.33,87,15,2.27,BR,1712895576
290,alaghsas,17.0187,8.0168,300.86,11,97,3.2,NE,1712895577
291,la sarre,48.8002,-79.1996,280.65,92,100,6.85,CA,1712895577
292,kingston,17.997,-76.7936,300.68,79,20,7.2,JM,1712895320
293,yamada,39.4667,141.95,286.45,71,97,4.75,JP,1712895577
294,tucuma,-0.1833,-50.05,298.93,91,100,2.45,BR,1712895324
295,namtsy,62.7161,129.6658,264.34,80,89,6.71,RU,1712895578
296,uniara,26.15,75.2167,304.71,27,55,4.33,IN,1712895578
297,the bottom,17.6259,-63.2492,297.46,78,85,11.49,BQ,1712895578
298,xining,36.6167,101.7667,287.15,19,70,1.28,CN,1712895578
299,gamay,12.3854,125.2979,304.33,59,68,3.42,PH,1712895579
300,baruun-urt,46.6806,113.2792,290.15,21,17,6.95,MN,1712895579
301,batroun,34.2553,35.6581,290.72,82,0,1.1,LB,1712895316
302,carnarvon,-24.8667,113.6333,299.59,47,0,3.2,AU,1712895579
303,al kharijah,25.4514,30.5464,291.77,37,56,3.42,EG,1712895580
304,sao jose da coroa grande,-8.8978,-35.1478,299.72,84,14,1.61,BR,1712895580
305,vilyuchinsk,52.9306,158.4028,281.3,98,47,1.32,RU,1712895580
306,coahuayana de hidalgo,18.7,-103.6583,293.93,88,22,0.82,MX,1712895580
307,taoudenni,22.6783,-3.9836,298.05,13,0,6.63,ML,1712895581
308,thinadhoo,0.5333,72.9333,301.71,74,48,1.63,MV,1712895581
309,luanda,-8.8368,13.2343,298.83,87,100,2.27,AO,1712895581
310,berekua,15.2333,-61.3167,299.74,79,7,5.95,DM,1712895581
311,weno,7.4515,151.8468,304.12,79,100,4.12,FM,1712895581
312,colonia,50.9333,6.95,287.51,86,100,3.09,DE,1712895518
313,kamennogorsk,60.9545,29.1339,277.9,82,100,6.18,RU,1712895582
314,novyy urengoy,66.0833,76.6333,258.96,93,100,11.96,RU,1712895582
315,qarawul,37.2202,68.7804,291.7,71,100,7.98,AF,1712895582
316,tripoli,32.8752,13.1875,290.15,89,100,5.63,LY,1712895582
317,swellendam,-34.0226,20.4417,284.6,82,41,2.39,ZA,1712895583
318,banda aceh,5.5577,95.3222,304.71,60,27,2.55,ID,1712895583
319,priargunsk,50.3691,119.1012,285.53,50,61,3.77,RU,1712895583
320,kapa'a,22.0752,-159.319,296.33,92,100,4.63,US,1712895507
321,haciqabul,40.0408,48.9445,288.06,76,22,1.2,AZ,1712895583
322,caraballeda,10.6112,-66.8522,301.41,55,20,1.03,VE,1712895584
323,port lincoln,-34.7333,135.8667,289.59,57,32,4.48,AU,1712895584
324,kumertau,52.7667,55.7833,282.43,71,100,6.96,RU,1712895584
325,menaka,15.9182,2.4022,305.07,7,100,3.62,ML,1712895584
326,nueva gerona,21.8833,-82.8,299.01,85,82,2.73,CU,1712895584
327,san pedro,14.35,121.0167,307.23,56,20,4.12,PH,1712895585
328,olyokminsk,60.3736,120.4264,268.59,57,100,2.65,RU,1712895585
329,plettenberg bay,-34.0527,23.3716,285.45,73,13,2.3,ZA,1712895585
330,lautoka,-17.6167,177.4667,303.07,70,40,4.63,FJ,1712895585
331,diapaga,12.0708,1.7889,304.37,39,95,2.51,BF,1712895586
332,yuzhno-kurilsk,44.0306,145.8556,277.8,76,100,5.27,RU,1712895586
333,fairfield glade,36.0004,-84.8863,283.66,92,100,5.14,US,1712895586
334,mthatha,-31.5889,28.7844,280.46,81,0,0.51,ZA,1712895586
335,scottburgh,-30.2867,30.7532,287.71,57,0,4.99,ZA,1712895586
336,zaozersk,69.4005,32.4476,271.11,89,99,5.57,RU,1712895587
337,krasnokamensk,50.0979,118.0369,287.23,35,6,5.63,RU,1712895587
338,ulladulla,-35.35,150.4667,296.91,62,7,4.58,AU,1712895587
339,tarawa,1.419,172.984,303.2,74,20,3.6,KI,1712895587
340,sao vicente,-23.9631,-46.3919,298.3,26,100,0.53,BR,1712895327
341,takoradi,4.8845,-1.7554,300.02,85,99,1.69,GH,1712895588
342,comodoro rivadavia,-45.8667,-67.5,279.07,56,0,2.06,AR,1712895588
343,touba,8.2833,-7.6833,297.08,85,77,1.94,CI,1712895588
344,kobryn,52.2138,24.3564,281.12,67,67,3.98,BY,1712895588
345,xilin hot,43.9667,116.0333,292.42,22,25,3.16,CN,1712895589
346,durban,-29.8579,31.0292,284.66,64,0,4.84,ZA,1712895589
347,greymouth,-42.4667,171.2,285.51,79,100,4.49,NZ,1712895589
348,yaren,-0.5472,166.916,301.73,74,99,3.13,NR,1712895589
349,puerto santa,-8.9906,-78.6456,294.17,88,32,3.35,PE,1712895589
350,efon-alaaye,7.65,4.9167,296.11,96,100,1.85,NG,1712895590
351,dongola,19.1667,30.4833,293.85,21,7,4.74,SD,1712895590
352,yorosso,12.3536,-4.7761,303.78,35,87,1.02,ML,1712895590
353,cabo san lucas,22.8909,-109.9124,295.79,44,99,0.89,MX,1712895426
354,bom jardim,-7.7958,-35.5872,295.43,97,64,0.45,BR,1712895590
355,nicoya,10.1483,-85.452,300.35,73,61,4.58,CR,1712895591
356,tofol,5.3248,163.0078,299.03,89,100,2.57,FM,1712895591
357,copainala,17.0833,-93.2,290.32,81,92,1.6,MX,1712895591
358,puerto cabezas,14.0351,-83.3888,298.64,85,30,2.72,NI,1712895495
359,portland,45.5234,-122.6762,286.11,69,100,3.09,US,1712895592
360,tazacorte,28.629,-17.9293,296.69,27,0,5.14,ES,1712895592
361,codrington,-38.2667,141.9667,288.96,56,100,4.88,AU,1712895592
362,morehead city,34.7229,-76.726,295.16,84,100,13.38,US,1712895564
363,zajecar,43.9036,22.2641,281.73,73,0,2.01,RS,1712895592
364,winnemucca,40.973,-117.7357,287.18,44,20,2.06,US,1712895593
365,miquelon,47.0975,-56.3814,273.15,85,27,5.66,PM,1712895593
366,sirjan,29.452,55.6814,289.05,54,0,2.0,IR,1712895593
367,korla,41.7597,86.1469,293.84,20,28,4.27,CN,1712895593
368,sorong,-0.8833,131.25,302.12,71,53,3.72,ID,1712895594
369,uusikaupunki,60.8004,21.4084,276.88,86,48,7.15,FI,1712895594
370,murzuq,25.9155,13.9184,292.29,18,11,7.14,LY,1712895594
371,seven pagodas,12.6264,80.1722,306.18,71,91,5.26,IN,1712895594
372,kupang,-10.1667,123.5833,305.47,66,75,4.12,ID,1712895595
373,praia da vitoria,38.7333,-27.0667,289.29,94,20,1.53,PT,1712895595
374,ponta delgada,37.7333,-25.6667,291.59,88,40,0.0,PT,1712895595
375,hassi messaoud,31.6804,6.0729,286.07,62,20,3.6,DZ,1712895595
376,agapovka,53.2973,59.1348,282.71,66,100,8.64,RU,1712895595
377,kodyma,48.0988,29.1246,284.13,71,65,3.52,UA,1712895596
378,castillos,-34.1667,-53.8333,289.94,55,87,2.71,UY,1712895596
379,kangding,30.0513,101.9603,290.25,38,91,1.81,CN,1712895596
